Charla y libro bailado: Ana Arregi y la companyia Anezka en torno a la obra Una habitacion propia, de de Virgina Wolf;otros;19/04/2018;19/04/2018;Gratis;Espanyol;Vitoria-Gasteiz
Charla-coloquio entre el escritor Javier Arguello y la fisica Pilar Hernandez Gamazo;Conferencia;26/09/2018;26/09/2018;15;Espanyol;Bilbao
Charla-coloquio sobre el 3 de marzo + documental Masacre en Vitoria;Proyeccion audiovisual;24/01/2018;24/01/2018;35;Espanyol;Vitoria-Gasteiz
Charla-concierto: La fascinante aventura del libro. De la arcilla al libro de artista;Conferencia;14/03/2018;14/03/2018;18;Espanyol;Donostia / San Sebastian
Charlando con Mattin;Presentacion;15/11/2018;15/11/2018;Gratis;Euskera;Hendaye
Charla-recital: La poesia en su expresion de rebeldia y conciencia personal y social;Conferencia;23/11/2018;23/11/2018;10;Espanyol;Eibar
Charla-recital: La poesia en su expresion de rebeldia y conciencia personal y social;Conferencia;23/11/2018;23/11/2018;Gratis;Espanyol;Eibar
Charla-taller a cargo de Kepa Pinedo: El baile publico con txistu en Araia, Zalduondo y Agurain (siglos XIX-XX);Conferencia;14/12/2018;14/12/2018;Gratis;Euskera;Vitoria-Gasteiz
Charla-Taller con Belen Cerezo: Imagenes que tocan;Conferencia;15/06/2018;15/06/2018;27;Espanyol;Vitoria-Gasteiz
Charla-taller Familia giroan, euskaraz koloreztatu!;Curso-taller;14/03/2018;14/03/2018;18;Espanyol;Bilbao
Charla-taller Familia giroan, euskaraz koloreztatu!;Curso-taller;03/03/2018;03/03/2018;35;Espanyol;Bilbao
Charlie & The Coconuts;Concierto;30/06/2018;30/06/2018;Gratis;Espanyol;Sopela
Chavela;Proyeccion audiovisual;10/01/2018;10/01/2018;34;Espanyol;Bergara
Chavela;Proyeccion audiovisual;09/03/2018;09/03/2018;Gratis;Espanyol;Alegria-Dulantzi
Che Sudaka;Concierto;01/09/2018;01/09/2018;Gratis;Espanyol;orozko
Chef Chof;Actividad infantil;15/04/2018;15/04/2018;35;Euskera;Aretxabaleta
Chef Natura;Actividad infantil;18/05/2018;19/05/2018;Gratis;Espanyol;Leioa
Chef Nature;Actividad infantil;14/07/2018;14/07/2018;20;Espanyol;Labastida/Bastida
Chef Nature;Actividad infantil;12/10/2018;12/10/2018;Gratis;Espanyol;Getxo
Chef nature;Actividad infantil;25/08/2018;25/08/2018;Gratis;Espanyol;Bilbao
Chef Nature;Actividad infantil;26/08/2018;26/08/2018;Gratis;Espanyol;Vitoria-Gasteiz
Chef Nature;Actividad infantil;05/09/2018;05/09/2018;Gratis;Espanyol;Donostia / San Sebastian
Chef Nature;Actividad infantil;12/08/2018;12/08/2018;Gratis;Espanyol;Asparrena
Chef nature;Actividad infantil;15/08/2018;15/08/2018;Gratis;Espanyol;Hondarribia
Chef Nature;Actividad infantil;16/08/2018;16/08/2018;Gratis;Espanyol;Laudio/Llodio
Chef Nature;Actividad infantil;12/07/2018;12/07/2018;Gratis;Espanyol;Bergara
Chef Nature;Actividad infantil;10/07/2018;10/07/2018;Gratis;Espanyol;Lekeitio
Chef Nature;Actividad infantil;18/07/2018;18/07/2018;Gratis;Espanyol;Amorebieta-Etxano
Chef Nature;Teatro;06/07/2018;06/07/2018;27;Espanyol;Durango
Chef Nature;Teatro;17/06/2018;17/06/2018;Gratis;Espanyol;Tolosa
Chef Nature;Teatro;09/06/2018;09/06/2018;Gratis;Espanyol;Pasaia
Chef Nature;Teatro;06/05/2018;06/05/2018;Gratis;Espanyol;Baranyain/Baranyain
Chef Nature;Teatro;07/07/2018;07/07/2018;Gratis;Euskera;Zarautz
Chef Nature;Teatro;25/06/2018;25/06/2018;Gratis;Euskera;Hernani
Chef Nature;Teatro;29/06/2018;29/06/2018;Gratis;Euskera;Berriz
Chefs;Actividad infantil;30/11/2018;30/11/2018;12;Espanyol;Estella-Lizarra
Chefs;Teatro;14/04/2018;14/04/2018;9;Espanyol;Balmaseda
Chelima;Concierto;16/11/2018;16/11/2018;12;Frances;Bilbao
Chenoa;Concierto;15/12/2018;15/12/2018;14;Espanyol;Galdakao
Cherry & The Ladies + Strombers;Concierto;25/08/2018;25/08/2018;Gratis;Espanyol;Laudio/Llodio
Chey Jurado: Agua;Danza;08/09/2018;08/09/2018;Gratis;Espanyol;Donostia / San Sebastian
Chicago Moody Synphonic Band;Concierto;07/03/2018;07/03/2018;22;Espanyol;Baranyain/Baranyain
Chichinabo Cabaret;Teatro;30/08/2018;06/09/2018;34;Espanyol;Bilbao
Chick Corea;Concierto;13/05/2018;13/05/2018;22;Espanyol;Pamplona/Irunya
Chick Corea Akoustic Band + Curtis Stigers;Concierto;29/07/2018;29/07/2018;6;Espanyol;Donostia / San Sebastian
Chico y Chica: Notario (Encadenado);Teatro;05/07/2018;05/07/2018;27;Espanyol;Donostia / San Sebastian
Childrain + Nukore + I.o.N.T.;Concierto;03/02/2018;03/02/2018;22;Ingles;Vitoria-Gasteiz
ChiquiJamming;Actividad infantil;18/03/2018;18/03/2018;35;Espanyol;Bilbao
ChiquiJamming;Actividad infantil;30/12/2018;30/12/2018;12;Espanyol;Bilbao
ChiquiJamming;Actividad infantil;16/12/2018;16/12/2018;12;Espanyol;Bilbao
ChiquiJamming;Actividad infantil;18/11/2018;18/11/2018;12;Espanyol;Bilbao
ChiquiJamming;Actividad infantil;30/12/2018;30/12/2018;Gratis;Espanyol;Barakaldo
Chris Kase Quartet;Concierto;27/07/2018;27/07/2018;Gratis;Espanyol;Donostia / San Sebastian
Chris Kase Quartet;Concierto;27/07/2018;27/07/2018;Gratis;Espanyol;Donostia / San Sebastian
Chris Robinson Brotherhood;Concierto;07/03/2018;07/03/2018;34;Ingles;Bilbao
Chris Ruest Blues Band;Concierto;13/07/2018;13/07/2018;Gratis;Ingles;Arrasate/Mondragon
Chris Ruest Blues Band;Concierto;07/07/2018;07/07/2018;Gratis;Ingles;Agurain/Salvatierra
Christina Rosenvinge;Concierto;24/05/2018;24/05/2018;27;Espanyol;Vitoria-Gasteiz
Christopher Cross;Concierto;04/11/2018;04/11/2018;34;Ingles;Bilbao
Chuchin Ibanyez;Concierto;31/08/2018;31/08/2018;Gratis;Espanyol;Pamplona/Irunya
Chuchin Ibanyez & Los Charros (FIESTA RANCHE&RoCK);Concierto;03/02/2018;03/02/2018;Gratis;Espanyol;Pamplona/Irunya
Chuchin Ibanyez y Los Charros: Mi nuevo viaje;Concierto;13/01/2018;13/01/2018;9;Espanyol;Zizur Mayor/Zizur Nagusia
Chupinazo, desfile y toro de fuego;otros;13/09/2018;16/09/2018;Gratis;Euskera;Lezo
Ciclo ¡Musync! 2018;otros;12/03/2018;15/03/2018;18;Espanyol;Pamplona/Irunya
Ciclo Akustika 2018 - Ciclo Mujeres & Musica en euskara;Concierto;11/11/2018;02/12/2018;10;Euskera;Vitoria-Gasteiz
Ciclo Arquitectura de cine 2018, en la Filmoteca de Navarra;Proyeccion audiovisual;02/05/2018;23/05/2018;34;Espanyol;Pamplona/Irunya
Ciclo Arte, cine y gastronomia 2018;Proyeccion audiovisual;02/08/2018;30/08/2018;20;Espanyol;Vitoria-Gasteiz
Ciclo Barroco 2018 en el Conservatorio de Musica Juan Crisostomo de Arriaga;Concierto;19/03/2018;21/03/2018;35;Espanyol;Bilbao
Ciclo Coral Internacional 2018, en ordizia;Concierto;27/10/2018;29/10/2018;10;Espanyol;ordizia
Ciclo Coral Internacional de Navarra 2018;Festivales (Gazteinformazioa);28/10/2018;04/11/2018;10;Espanyol;Pamplona/Irunya
Ciclo de Cine Documental;Proyeccion audiovisual;11/12/2018;18/12/2018;Gratis;Espanyol;Bilbao
Ciclo de cine documental del artista Ai Weiwei;Proyeccion audiovisual;01/06/2018;03/06/2018;27;Espanyol;Bilbao
Ciclo de cine En femenino: You were never really here + En cuerpo y alma + Recuerdos desde Fukushima;Proyeccion audiovisual;06/03/2018;20/03/2018;35;Espanyol;Amorebieta-Etxano
Ciclo de cine en homenaje al director Richard Fleischer;Proyeccion audiovisual;17/10/2018;13/12/2018;34;Espanyol;Bilbao
Ciclo de cine Ingmar Bergman;Proyeccion audiovisual;28/04/2018;24/11/2018;Gratis;Espanyol;Pamplona/Irunya
Ciclo de cine Ingmar Bergman;Proyeccion audiovisual;27/04/2018;10/09/2018;Gratis;Espanyol;Bilbao
Ciclo de cine Jaques Tati;Proyeccion audiovisual;20/07/2018;24/08/2018;20;Espanyol;Pamplona/Irunya
Ciclo de cine Jean-Pierre Melville;Proyeccion audiovisual;01/02/2018;22/02/2018;Gratis;Espanyol;Bilbao
Ciclo de cine musical en Maruri-Jatabe;Proyeccion audiovisual;26/12/2018;28/12/2018;Gratis;Espanyol;Maruri-Jatabe
Ciclo de cine RoofTop: Cantando bajo la lluvia (1952);Proyeccion audiovisual;24/07/2018;24/07/2018;9;Espanyol;Pamplona/Irunya
Ciclo de cine RoofTop: Grease (1978);Proyeccion audiovisual;26/07/2018;26/07/2018;9;Espanyol;Pamplona/Irunya
Ciclo de cine RoofTop: La ciudad de las estrellas. La La Land (2016);Proyeccion audiovisual;28/07/2018;28/07/2018;9;Espanyol;Pamplona/Irunya
Ciclo de cine sobre Andrei Tarkovski;Proyeccion audiovisual;03/05/2018;24/05/2018;27;Espanyol;Donostia / San Sebastian
Ciclo de cine sobre los derechos humanos;Proyeccion audiovisual;18/10/2018;25/10/2018;15;Espanyol;Elgoibar
Ciclo de cine Ver el sonido, oir el pensamiento;Proyeccion audiovisual;11/01/2018;16/02/2018;Gratis;Espanyol;Bilbao
Ciclo de Cine VIHsible 2018;Proyeccion audiovisual;02/12/2018;03/12/2018;Gratis;Espanyol;Bilbao
Ciclo de cine y musica: Letroit mousquetaire (V Memorial Azkue);Proyeccion audiovisual;20/10/2018;21/10/2018;15;Espanyol;oiartzun
Ciclo de cine:  Cine negro, corazon blanco. Los 101 anyos de Jean Pierre Melville;Proyeccion audiovisual;27/09/2018;11/10/2018;Gratis;Espanyol;Bilbao
Ciclo de cine: Akira Kurosawa;Proyeccion audiovisual;19/10/2018;05/12/2018;Gratis;Espanyol;Bilbao
Ciclo de cine: Alain Resnais;Proyeccion audiovisual;06/04/2018;23/04/2018;18;Espanyol;Bilbao
Ciclo de cine: Corea inedita;Proyeccion audiovisual;12/06/2018;21/06/2018;Gratis;Espanyol;Bilbao
Ciclo de cine: Nuevo cine brasilenyo;Proyeccion audiovisual;15/10/2018;18/10/2018;15;Espanyol;Bilbao
Ciclo de Cine-Foro Guatemalteco. Documental Granito de arena. Como atrapar a un dictador;Proyeccion audiovisual;22/02/2018;22/02/2018;Gratis;Espanyol;Bilbao
Ciclo de conferencias: Algunas obras para desocupar y ocupar el tiempo del museo;Conferencia;27/11/2018;19/04/2019;Gratis;Espanyol;Bilbao
Ciclo de danza Elipsiak 2018;Festivales (Gazteinformazioa);17/10/2018;29/11/2018;15;Espanyol;Bilbao
Ciclo de Grado Superior: Animaciones 3D, juegos y entornos interactivos - Tartanga;Curso-taller;10/09/2018;21/06/2019;15;Espanyol;Erandio
Ciclo de Grado Superior: Disenyo y Edicion de Publicaciones Impresas y Multumedia - CEINPRo;Curso-taller;10/09/2018;21/06/2019;15;Espanyol;Donostia / San Sebastian
Ciclo de Grado Superior: Disenyo y Edicion de Publicaciones Impresas y Multumedia - Emilio Campuzano;Curso-taller;10/09/2018;21/06/2019;15;Espanyol;Bilbao
Ciclo de Grado Superior: Disenyo y Gestion de la Produccion Grafica - Emilio Campuzano;Curso-taller;10/09/2018;21/06/2019;15;Espanyol;Bilbao
Ciclo de Grado Superior: Disenyo y Gestion de la Produccion Grafica - Salesianos;Curso-taller;10/09/2018;21/06/2019;15;Espanyol;Pamplona/Irunya
Ciclo de Grado Superior: Disenyo y Produccion Editorial - Mendizabala;Curso-taller;06/09/2018;07/06/2019;15;Euskera / Espanyol;Vitoria-Gasteiz
Ciclo de Grado Superior: Fotografia;Curso-taller;07/09/2018;14/06/2019;15;Espanyol;Pamplona/Irunya
Ciclo de Grado Superior: Grabado y Tecnicas de Estampacion;Curso-taller;07/09/2018;14/06/2019;15;Espanyol;Pamplona/Irunya
Ciclo de Grado Superior: Grafica Audiovisual;Curso-taller;07/09/2018;14/06/2019;15;Espanyol;Pamplona/Irunya
Ciclo de Grado Superior: Iluminacion, captacion y tratamiento de la imagen - Escivi;Curso-taller;10/09/2018;21/06/2019;15;Espanyol;Andoain
Ciclo de Grado Superior: Produccion de Proyectos Audiovisuales y Espectaculos - Escivi;Curso-taller;10/09/2018;21/06/2019;15;Espanyol;Andoain
Ciclo de Grado Superior: Realizacion de Proyectos Audiovisuales y Espectaculos - CTL;Curso-taller;10/09/2018;28/06/2019;6;Espanyol;Pamplona/Irunya
Ciclo de Grado Superior: Realizacion de Proyectos Audiovisuales y Espectaculos - Escivi;Curso-taller;10/09/2018;21/06/2019;15;Espanyol;Andoain
Ciclo de Grado Superior: Realizacion de Proyectos Audiovisuales y Espectaculos - Mendizabala;Curso-taller;06/09/2018;07/06/2019;15;Euskera / Espanyol;Vitoria-Gasteiz
Ciclo de Grado Superior: Realizacion de Proyectos Audiovisuales y Espectaculos - Tartanga;Curso-taller;10/09/2018;21/06/2019;15;Espanyol;Erandio
Ciclo de Grado Superior: Sonido para Audiovisuales y Espectaculos - CTL;Curso-taller;10/09/2018;28/06/2019;6;Espanyol;Pamplona/Irunya
Ciclo de Grado Superior: Sonido para Audiovisuales y Espectaculos - Escivi;Curso-taller;10/09/2018;21/06/2019;15;Espanyol;Andoain
Ciclo de Grado Superior: Sonido para Proyectos Audiovisuales y Espectaculos - Tartanga;Curso-taller;10/09/2018;21/06/2019;15;Euskera;Erandio
Ciclo de Grado Superior: Tecnicas Escultoricas;Curso-taller;07/09/2018;14/06/2019;15;Espanyol;Pamplona/Irunya
Ciclo de grandes conciertos 2018 de Vitoria-Gasteiz;Concierto;16/02/2018;04/05/2018;35;Espanyol;Vitoria-Gasteiz
Ciclo de lenguas minorizadas Hitz Adina Mintzo 2018-2019;Conferencia;20/09/2018;10/04/2019;15;Espanyol;Vitoria-Gasteiz
Ciclo de Musica Clasica de alava 2018;Festivales (Gazteinformazioa);03/08/2018;25/08/2018;20;Espanyol;Artziniega
Ciclo de Musica Clasica de alava 2018: Duo LIncontro;Festivales (Gazteinformazioa);11/08/2018;11/08/2018;Gratis;Espanyol;Campezo/Kanpezu
Ciclo de Musica Clasica de alava 2018: Duo Pikulski-Vergara;Festivales (Gazteinformazioa);03/08/2018;03/08/2018;Gratis;Espanyol;Artziniega
Ciclo de Musica Clasica de alava 2018: Duo Sarasate;Festivales (Gazteinformazioa);25/08/2018;25/08/2018;Gratis;Espanyol;Zigoitia
Ciclo de Musica Clasica de alava 2018: La Guirlande;Festivales (Gazteinformazioa);16/08/2018;16/08/2018;Gratis;Espanyol;Artziniega
Ciclo de Musica Clasica de alava 2018: Noelia Rodiles & Cosmos Quartet;Festivales (Gazteinformazioa);18/08/2018;18/08/2018;Gratis;Espanyol;Valdegovia/Gaubea
Ciclo de Musica Coral de Villabona 2018;Festivales (Gazteinformazioa);06/05/2018;27/05/2018;27;Espanyol;Villabona
Ciclo de Musica para organo en Navarra 2018;Concierto;30/08/2018;03/11/2018;15;Espanyol;Pamplona/Irunya
Ciclo de Musica Sacra de Hondarribia 2018;Concierto;17/03/2018;25/03/2018;Gratis;Espanyol;Hondarribia
Ciclo de Teatro Joven de Pamplona 2018;Festivales (Gazteinformazioa);23/04/2018;29/04/2018;18;Espanyol;Pamplona/Irunya
Ciclo de video: El arte del tiempo;Proyeccion audiovisual;12/11/2018;14/11/2018;10;Espanyol;Bilbao
Ciclo En abril, literatura 2018;Conferencia;11/04/2018;20/04/2018;Gratis;Espanyol;Donostia / San Sebastian
Ciclo Euskara, bestela ez gara 2018;otros;14/02/2018;07/03/2018;Gratis;Euskera;Zumaia
Ciclo Flamenco BBK 2018;Concierto;18/04/2018;13/06/2018;18;Espanyol;Bilbao
Ciclo Flamenco BBK 2018. Sara Calero: El mirar de la maja;Concierto;16/05/2018;16/05/2018;34;Espanyol;Bilbao
Ciclo Flamenco BBK 2018: Que pasaria si pasara?;Concierto;30/05/2018;30/05/2018;34;Espanyol;Bilbao
Ciclo Flamenco BBK 2018: Farruquito;Concierto;18/04/2018;18/04/2018;34;Espanyol;Bilbao
Ciclo Flamenco BBK 2018: Maria Terremoto + Rancapino Chico;Concierto;02/05/2018;02/05/2018;34;Espanyol;Bilbao
Ciclo Flamenco BBK 2018: Tomatito;Concierto;13/06/2018;13/06/2018;34;Espanyol;Bilbao
Ciclo Flamenco Siglo XXI 2018;Festivales (Gazteinformazioa);03/02/2018;14/04/2018;35;Espanyol;Vitoria-Gasteiz
Ciclo Heroinas de cine;Proyeccion audiovisual;15/10/2018;28/01/2019;15;Espanyol;Pamplona/Irunya
Ciclo musical de otonyo 2018 en Lazkao;Concierto;31/10/2018;17/11/2018;15;Espanyol;Lazkao
Ciclo Musical de Verano de Deba 2018;Concierto;02/08/2018;30/08/2018;Gratis;Espanyol;Deba
Ciclo Musical Pepita Enbil 2018 de Getaria;Festivales (Gazteinformazioa);25/05/2018;21/06/2018;27;Espanyol;Getaria
Ciclo Musika eta zinea en Aramaio;Proyeccion audiovisual;07/10/2018;28/10/2018;15;Espanyol;Aramaio
Ciclo Woman in Black 2018;Conferencia;05/06/2018;08/06/2018;Gratis;Espanyol;Bilbao
Cien anyos de soledad;Teatro;25/10/2018;25/10/2018;Gratis;Espanyol;Donostia / San Sebastian
Ciencia y poesia contemporanea;otros;20/03/2018;20/03/2018;Gratis;Espanyol;Donostia / San Sebastian
Ciencia, Arte y Cultura Callejera: Deborah Garcia Bello, oscar Gonzalez Mendia y Nuria Mora;Conferencia;13/06/2018;13/06/2018;Gratis;Espanyol;Bilbao
Cienycienta;Teatro;14/12/2018;14/12/2018;10;Espanyol;Vitoria-Gasteiz
Cienycientas, Gala del centenario del Teatro Principal de Vitoria-Gasteiz;otros;14/12/2018;14/12/2018;22;Espanyol;Vitoria-Gasteiz
Cinco horas con Mario;Teatro;27/05/2018;27/05/2018;27;Espanyol;Irun
Cinco horas con Mario;Teatro;05/12/2018;05/12/2018;22;Espanyol;Irun
Cinco horas con Mario;Teatro;02/08/2018;05/08/2018;34;Espanyol;Donostia / San Sebastian
Cinco horas con Mario;Teatro;18/12/2018;18/12/2018;9;Espanyol;Vitoria-Gasteiz
Cine en Corto: BBC - Basque Black Comedy, con la presencia del actor Inyigo Salinero;Proyeccion audiovisual;20/02/2018;20/02/2018;Gratis;Espanyol;Portugalete
Cine en Corto: Mujeres al borde de un ataque de nervios, con la presencia de la directora Begonya Vicario;Proyeccion audiovisual;27/03/2018;27/03/2018;Gratis;Espanyol;Portugalete
Cine en el parque: Invasion;Proyeccion audiovisual;28/06/2018;06/07/2018;27;Espanyol;Donostia / San Sebastian
CINE EN FAMILIA: LoS INVESTIGADoRES Y LA MALDICIoN DEL REY oSCURo;Proyeccion audiovisual;30/12/2018;30/12/2018;40;Euskera;Urnieta
Cine en la calle: Printze txikia;Proyeccion audiovisual;14/09/2018;14/09/2018;Gratis;Euskera;Bedia
Cine forum Heroinas de cine;Proyeccion audiovisual;12/02/2018;28/05/2018;35;Espanyol;Pamplona/Irunya
Cine y danza. Conferencia performativa;otros;08/11/2018;08/11/2018;10;Espanyol;Bilbao
Cine y Futbol I: Ray Loriga + Carlos Maranyon + Aitor Arregi;Conferencia;20/02/2018;20/02/2018;Gratis;Espanyol;Donostia / San Sebastian
Cine, cine, cine ciclo audiovisual sobre cine en BilbaoArte;Proyeccion audiovisual;04/04/2018;12/04/2018;18;Espanyol;Bilbao
Cineclub FAS : Sans Soleil;Proyeccion audiovisual;23/10/2018;23/10/2018;34;Espanyol;Bilbao
Cineclub FAS 2018 (abril-junio);Proyeccion audiovisual;03/04/2018;26/06/2018;34;Espanyol;Bilbao
Cineclub FAS 2018 (enero-marzo);Proyeccion audiovisual;09/01/2018;20/03/2018;35;Espanyol;Bilbao
Cineclub FAS: Amanecer;Proyeccion audiovisual;26/06/2018;26/06/2018;34;Espanyol;Bilbao
Cineclub FAS: AN / UNA PASTELERiA EN ToKIo;Proyeccion audiovisual;12/06/2018;12/06/2018;34;Espanyol;Bilbao
Cineclub FAS: Argi;Proyeccion audiovisual;24/04/2018;24/04/2018;34;Espanyol;Bilbao
Cineclub Fas: Belle Dormant;Proyeccion audiovisual;13/03/2018;13/03/2018;6;Espanyol;Bilbao
Cineclub FAS: Columbus;Proyeccion audiovisual;17/04/2018;17/04/2018;34;Espanyol;Bilbao
Cineclub FAS: El azar + Zacarias;Proyeccion audiovisual;09/01/2018;09/01/2018;34;Euskera / Espanyol;Bilbao
Cineclub FAS: El bosque del lobo;Proyeccion audiovisual;16/01/2018;16/01/2018;34;Euskera / Espanyol;Bilbao
Cineclub FAS: El otro lado de la esperanza;Proyeccion audiovisual;11/12/2018;11/12/2018;34;Espanyol;Bilbao
Cineclub FAS: Forushande;Proyeccion audiovisual;15/05/2018;15/05/2018;34;Espanyol;Bilbao
Cineclub FAS: Handia;Proyeccion audiovisual;18/12/2018;18/12/2018;Gratis;Espanyol;Bilbao
Cineclub FAS: Journal dun cure de campagne;Proyeccion audiovisual;10/04/2018;10/04/2018;34;Espanyol;Bilbao
Cineclub FAS: Kokaku Kidotai / Ghost in the Shell;Proyeccion audiovisual;30/10/2018;30/10/2018;34;Espanyol;Bilbao
Cineclub FAS: La asesina;Proyeccion audiovisual;29/05/2018;29/05/2018;34;Espanyol;Bilbao
Cineclub FAS: La flor (parte IIII);Proyeccion audiovisual;13/11/2018;13/11/2018;Gratis;Espanyol;Bilbao
Cineclub FAS: La vida lliure;Proyeccion audiovisual;09/10/2018;09/10/2018;34;Espanyol;Bilbao
Cineclub FAS: Life in Four Elements;Proyeccion audiovisual;22/05/2018;22/05/2018;34;Espanyol;Bilbao
Cineclub FAS: Llamad a cualquier puerta;Proyeccion audiovisual;03/04/2018;03/04/2018;34;Espanyol;Bilbao
Cineclub FAS: Loving Vincent;Proyeccion audiovisual;20/11/2018;20/11/2018;34;Espanyol;Bilbao
Cineclub FAS: Lucky;Proyeccion audiovisual;04/12/2018;04/12/2018;34;Espanyol;Bilbao
Cineclub FAS: Non / No;Proyeccion audiovisual;05/06/2018;05/06/2018;34;Espanyol;Bilbao
Cineclub FAS: Plàgan + La region salvaje;Proyeccion audiovisual;06/02/2018;06/02/2018;35;Espanyol;Bilbao
Cineclub FAS: Tesnota / Demasiado cerca;Proyeccion audiovisual;19/06/2018;19/06/2018;34;Espanyol;Bilbao
Cineclub FAS: Visages Villages;Proyeccion audiovisual;16/10/2018;16/10/2018;34;Espanyol;Bilbao
Cineclub FAS: Zama;Proyeccion audiovisual;27/11/2018;27/11/2018;34;Espanyol;Bilbao
Cineclub: ¡Lumière! Comienza la aventura;Proyeccion audiovisual;12/01/2018;12/01/2018;40;Espanyol;Gernika-Lumo
Cineclub: Alanis;Proyeccion audiovisual;10/03/2018;10/03/2018;18;Espanyol;Gernika-Lumo
Cineclub: Ama, nora goaz?;Proyeccion audiovisual;18/04/2018;18/04/2018;34;Euskera;Bergara
Cineclub: Born to be blue;Proyeccion audiovisual;08/03/2018;08/03/2018;35;Espanyol;Gernika-Lumo
Cineclub: El ataud de cristal;Proyeccion audiovisual;27/04/2018;27/04/2018;34;Espanyol;Getxo
Cineclub: En cuerpo y alma;Proyeccion audiovisual;16/02/2018;16/02/2018;35;Espanyol;Gernika-Lumo
Cineclub: La suerte de los Logan;Proyeccion audiovisual;26/01/2018;26/01/2018;40;Espanyol;Gernika-Lumo
Cineclub: Los nadie;Proyeccion audiovisual;02/03/2018;02/03/2018;40;Espanyol;Gernika-Lumo
Cineclub: The Beatles: Eight Days a Week - The Touring Years;Proyeccion audiovisual;06/03/2018;06/03/2018;35;Espanyol;Gernika-Lumo
Cine-Foro guatemalteco Voces de mujeres que reclaman justicia: Pelicula Documental 500 anyos;Proyeccion audiovisual;22/03/2018;22/03/2018;Gratis;Espanyol;Bilbao
Cine-Foro guatemalteco Voces de mujeres que reclaman justicia: Reinas de la Noche + Translatina;Proyeccion audiovisual;24/05/2018;24/05/2018;Gratis;Espanyol;Bilbao
Cineforum: Hacia la luz;Proyeccion audiovisual;11/01/2018;11/01/2018;35;Espanyol;Tolosa
Cine-forum: La violencia de genero a debate;Proyeccion audiovisual;28/11/2018;28/11/2018;Gratis;Euskera / Espanyol;Bilbao
Cineforum: Nacido en Gaza;Proyeccion audiovisual;27/08/2018;27/08/2018;34;Espanyol;Vitoria-Gasteiz
Cineforum: Todos los gobiernos mienten;Proyeccion audiovisual;31/08/2018;31/08/2018;34;Espanyol;Vitoria-Gasteiz
Cineforum: Volar;Proyeccion audiovisual;23/03/2018;23/03/2018;35;Espanyol;Erandio
Cinema paradiso: on the Milky Road;Proyeccion audiovisual;11/05/2018;11/05/2018;34;Espanyol;Getxo
Circo de pulgas;Danza;30/11/2018;30/11/2018;22;Espanyol;Barakaldo
Circo de pulgas;Teatro;01/12/2018;01/12/2018;35;Espanyol;Amorebieta-Etxano
Circo de pulgas;Teatro;15/12/2018;15/12/2018;12;Espanyol;Donostia / San Sebastian
Circo de pulgas;Teatro;05/10/2018;05/10/2018;22;Espanyol;Leioa
Circo Magico;Actividad infantil;17/10/2018;21/10/2018;34;Espanyol;Bilbao
Circo maritimo;Actividad infantil;06/04/2018;06/04/2018;34;Espanyol;Pamplona/Irunya
Circo y marionetas, exposocion de trabajos de Corrado Masacci;Exposicion;06/04/2018;29/04/2018;18;Espanyol;Irun
Circuito de Musica Contemporanea Musikagileak 2018;Concierto;27/09/2018;03/11/2018;15;Espanyol;Donostia / San Sebastian
Circula 2018;Danza;19/10/2018;20/10/2018;15;Espanyol;Bilbao
Circula! 2018: Todo por los aires;Danza;20/10/2018;20/10/2018;12;Espanyol;Bilbao
Circular Defense, exposicion de obras de Zbynek Baladran y Anna Daucikova;Exposicion;17/05/2018;31/05/2018;27;Espanyol;Bilbao
Ciudadela Tierra de Rock 2018;Festivales (Gazteinformazioa);16/06/2018;16/06/2018;50;Espanyol;Pamplona/Irunya
Civivox: espectaculos y actividades para otonyo 2018;otros;05/10/2018;31/01/2019;15;Espanyol;Pamplona/Irunya
Clandestina;Teatro;14/12/2018;14/12/2018;6;Espanyol;Sestao
Claque Connection;Danza;17/06/2018;17/06/2018;6;Espanyol;Bilbao
Clara;Danza;10/06/2018;10/06/2018;22;Espanyol;Bilbao
Clara de Asis & Terri Florido;Concierto;14/03/2018;14/03/2018;Gratis;Espanyol;Bilbao
Clara Mouriz & Joseph Middleton;Concierto;23/08/2018;23/08/2018;9;Espanyol;Donostia / San Sebastian
Clara Peya;Concierto;10/03/2018;10/03/2018;40;Espanyol;Berriz
Clara Peya;Concierto;09/03/2018;09/03/2018;12;Espanyol;Ermua
Clase de baile Lindy-Hop + Concierto;Curso-taller;17/03/2018;17/03/2018;34;Espanyol;Bilbao
Clase de danza Lindy Hop + Dj Session;Danza;16/06/2018;16/06/2018;34;Espanyol;Bilbao
Clase de danza Lindy Hop + Dj Session;Danza;19/05/2018;19/05/2018;34;Espanyol;Bilbao
Clase magistral de Ensemble Kuraia;Curso-taller;01/12/2018;02/12/2018;10;Espanyol;Bilbao
Clase magistral de Santi Senso: La vulnerabilidad del actor;Curso-taller;07/04/2018;07/04/2018;6;Espanyol;Bilbao
Clase magistral internacional sobre Teatro del oprimido;Curso-taller;05/10/2018;07/10/2018;22;Ingles;Bilbao
Clases de Claque en Kontainer aretoa;Curso-taller;24/09/2018;28/06/2019;6;Espanyol;Bilbao
Clases Magistrales: Alexander Payne, Peter Strickland, Jaime Rosales, Albertina Carri y Virgil Vernier;Curso-taller;24/09/2018;28/09/2018;15;Espanyol;Donostia / San Sebastian
